,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168
20,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,37,28,12,17,10,9,13,12,40,93,59,73,94,100,100,100,100,100,100,100,100,100,90,100,100,100,70,48,100,100,100,100,100,62,100,100,100,100,81,74,77,61,20,21,59,57,100,100,91,71,72,77,98,91,100,100,100,100,80,73,77,82,80,78,80,63,63,64,64,72,67,88,74,94,100,100,100,87,98,100,100,100,100,95,100,100,100,100,100,97,100,100,97,92,83,93,92,58,28,15,8,4,8,16,21,24,23,15,22,33,44,45,75,100,100,100,100,100,100,100,100,100,100,100,91,32,31,70,58,35,16,8,8,7,3,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
21,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,9,7,9,14,15,22,27,55,100,78,100,100,100,100,100,100,100,100,100,100,77,74,100,100,57,72,33,85,100,100,100,60,79,100,100,100,100,100,93,87,50,20,25,100,100,100,100,100,100,100,100,100,100,95,100,100,100,89,68,70,82,81,69,75,52,88,81,87,86,72,71,62,30,62,87,81,47,100,100,95,100,100,100,100,100,100,100,100,100,100,100,100,98,87,93,81,79,46,23,13,14,16,10,10,17,14,10,24,49,68,56,67,99,100,100,100,100,100,100,100,100,100,100,100,39,68,50,74,60,36,25,26,27,21,6,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
22,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,5,7,10,14,17,27,29,50,99,99,100,100,100,100,100,100,100,100,100,100,75,50,83,84,37,72,36,61,92,100,100,100,74,100,100,100,100,100,100,93,96,40,56,69,100,100,100,100,100,100,100,100,100,100,100,100,100,100,78,78,86,90,77,70,60,69,66,65,77,79,72,46,34,46,40,44,60,96,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,85,94,84,75,65,35,17,11,18,25,7,15,9,12,11,45,79,80,77,86,100,100,100,100,100,100,100,100,100,100,100,91,24,87,48,77,54,38,36,35,42,28,9,4,3,3,1,0,0,0,0,0,0,0,0,0,0,-1,-1,-1
23,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,6,16,38,41,38,46,48,28,53,98,81,64,79,100,100,100,100,100,100,100,100,40,47,61,51,44,44,27,81,100,75,65,71,71,100,100,100,100,100,100,91,100,27,100,100,100,100,100,100,73,100,100,100,100,100,100,100,96,72,67,88,88,78,67,55,61,58,36,23,54,61,42,27,25,37,41,12,64,100,98,100,100,100,100,100,100,100,100,100,100,100,100,100,100,84,85,90,70,45,26,6,18,13,18,6,9,21,20,29,70,95,100,100,100,100,100,100,100,100,100,100,100,100,90,92,53,27,62,41,39,25,28,40,35,61,40,20,16,16,18,16,15,15,7,2,1,0,0,0,0,-1,-1,-1
24,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,27,31,31,65,86,80,77,75,51,35,41,68,83,77,83,73,86,71,100,100,100,100,68,27,33,10,32,24,22,37,88,100,100,100,94,65,100,100,100,100,100,100,90,84,100,100,100,100,100,100,100,77,100,100,100,100,100,100,76,90,78,72,85,75,69,44,63,59,33,48,18,54,56,36,58,69,81,98,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,93,68,85,82,50,36,16,16,25,15,10,17,26,36,44,63,95,100,100,100,100,100,100,100,100,100,100,100,97,60,50,55,49,13,38,36,34,37,50,61,42,76,59,43,40,43,44,42,41,27,10,4,2,0,0,0,0,0,0
25,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20,26,26,56,48,68,58,56,43,37,28,36,60,65,62,100,100,92,44,33,74,80,59,10,26,16,27,16,21,20,54,56,45,38,100,100,89,81,100,100,100,100,100,93,95,100,100,60,100,92,100,100,96,100,100,100,100,100,100,81,61,59,76,65,56,47,56,65,64,42,75,32,17,52,65,59,97,92,100,100,94,100,98,100,100,100,100,100,100,100,100,100,100,100,100,100,71,71,80,43,32,28,5,14,12,11,18,32,39,60,79,63,100,97,99,100,100,100,100,100,100,100,100,60,42,41,40,44,30,22,21,20,20,23,40,63,45,60,43,34,33,36,29,27,50,44,21,19,15,14,14,14,13,13
26,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,25,22,35,66,90,70,47,42,45,48,26,15,20,40,44,100,100,100,100,74,31,38,27,19,16,26,29,14,25,16,43,47,100,100,46,100,100,100,100,86,74,93,100,83,66,82,55,40,56,59,68,91,100,77,100,100,100,100,100,100,84,48,46,66,60,53,65,69,72,83,77,100,100,100,100,93,100,100,99,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,79,72,42,25,23,17,8,10,13,21,36,47,64,95,75,87,100,100,100,100,100,100,100,100,100,100,41,41,25,27,22,12,13,13,12,12,12,18,39,58,42,24,25,31,33,39,52,37,72,62,54,51,49,48,48,47,47
27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,29,25,24,31,23,29,25,59,75,57,18,17,33,41,23,17,36,35,23,97,100,50,92,55,26,23,15,17,21,28,24,20,26,25,70,57,100,100,77,100,89,90,92,68,81,94,100,76,85,54,37,32,34,50,70,89,100,79,100,100,100,100,100,100,87,58,100,100,98,34,55,30,31,88,94,100,100,100,100,100,100,100,100,100,100,68,78,79,89,100,100,100,100,100,100,100,100,100,100,100,93,67,37,25,24,17,12,13,14,24,40,50,72,100,86,86,100,100,80,100,100,100,100,87,100,100,71,17,30,17,18,7,9,9,9,10,10,10,13,33,45,30,18,23,27,27,39,65,44,75,64,60,60,58,59,58,57
28,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,18,30,38,37,40,42,13,22,54,65,41,38,42,22,27,21,62,74,67,53,42,49,68,72,48,27,21,26,23,14,20,17,33,40,22,69,63,88,44,54,55,47,55,53,72,97,59,73,50,27,15,9,10,19,61,79,94,100,80,75,98,100,100,100,100,70,100,100,100,100,96,79,100,39,77,92,84,100,100,100,100,100,94,100,100,57,49,30,52,93,100,100,100,100,100,100,99,100,86,100,89,66,37,23,26,25,16,9,10,21,40,50,67,100,78,100,100,100,71,41,100,100,100,100,76,85,87,50,18,11,16,8,6,6,6,7,7,7,7,11,21,27,18,19,22,23,23,41,66,40,41,51,49,50,50,48,48
29,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,22,38,56,60,58,55,36,18,32,66,73,22,57,47,18,10,46,99,52,95,68,36,31,46,64,59,39,35,37,43,27,16,23,47,56,19,58,55,27,19,15,32,35,41,44,68,89,68,28,16,22,22,21,25,27,66,80,89,100,97,76,100,100,100,83,100,100,100,100,100,100,100,100,100,88,97,100,100,100,100,100,100,100,100,100,88,64,43,49,90,100,100,100,100,100,92,94,93,83,60,67,63,36,23,23,26,24,13,10,18,37,51,67,100,81,100,100,100,100,84,93,100,100,100,77,45,43,65,47,22,11,5,5,5,5,5,5,5,6,6,7,13,18,18,18,18,19,19,32,51,52,55,55,55,55,54,53
30,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,16,33,30,44,52,44,23,34,43,37,54,57,21,48,44,24,22,47,50,77,46,26,26,47,68,50,36,33,52,42,57,43,55,70,34,55,20,44,42,22,33,14,28,29,11,8,33,51,32,17,23,23,18,21,22,31,62,74,83,100,86,77,100,100,100,72,100,100,100,54,100,70,100,100,100,100,100,100,100,100,96,100,100,100,100,100,100,58,50,98,76,100,100,100,92,100,78,83,89,56,43,53,25,27,26,27,23,16,11,18,36,46,60,88,92,93,100,100,100,100,100,100,100,100,100,49,42,34,60,44,25,17,14,14,14,14,14,14,14,14,14,13,10,10,10,10,10,10,10,7,7,8,9,9,14,24,23
