x,y,z
-0.817823,-3.20086,0.0
-0.8749998066574349,-3.174999726936221,0.9150000214576721
-0.924999807402493,-3.124999726191163,0.9150000214576721
-0.974999808147551,-3.074999725446105,0.9150000214576721
-1.024999808892609,-3.024999724701047,0.9150000214576721
-1.0749998096376672,-2.974999723955989,0.9150000214576721
-1.1249998103827252,-2.924999723210931,0.9150000214576721
-1.1749998111277833,-2.8749997224658728,0.9150000214576721
-1.2249998118728413,-2.8249997217208147,0.9150000214576721
-1.2749998126178994,-2.7749997209757566,0.9150000214576721
-1.3249998133629575,-2.7249997202306986,0.9150000214576721
-1.3749998141080155,-2.6749997194856405,0.9150000214576721
-1.4249998148530736,-2.6249997187405825,0.9150000214576721
-1.4749998155981316,-2.5749997179955244,0.9150000214576721
-1.5249998163431897,-2.5249997172504663,0.9150000214576721
-1.5749998170882478,-2.4749997165054083,0.9150000214576721
-1.6249998178333058,-2.4249997157603502,0.9150000214576721
-1.6749998185783639,-2.374999715015292,0.9150000214576721
-1.724999819323422,-2.324999714270234,0.9150000214576721
-1.77499982006848,-2.274999713525176,0.9150000214576721
-1.824999820813538,-2.224999712780118,0.9150000214576721
-1.8749998215585961,-2.17499971203506,0.9150000214576721
-1.9249998223036542,-2.124999711290002,0.9150000214576721
-1.9749998230487122,-2.074999710544944,0.9150000214576721
-2.0249998237937703,-2.0249997097998857,0.9150000214576721
-2.0749998245388284,-1.9749997090548277,0.9150000214576721
-2.1249998252838864,-1.9249997083097696,0.9150000214576721
-2.1749998260289445,-1.8749997075647116,0.9150000214576721
-2.2249998267740025,-1.8249997068196535,0.9150000214576721
-2.2249998267740025,-1.7749997060745955,0.9150000214576721
-2.2749998275190606,-1.7249997053295374,0.9000000357627869
-2.3249998282641187,-1.6749997045844793,0.9000000357627869
-2.3249998282641187,-1.6249997038394213,0.9000000357627869
-2.3249998282641187,-1.5749997030943632,0.9000000357627869
-2.3249998282641187,-1.5249997023493052,0.9000000357627869
-2.3249998282641187,-1.474999701604247,0.9000000357627869
-2.3249998282641187,-1.424999700859189,0.9000000357627869
-2.3249998282641187,-1.374999700114131,0.9000000357627869
-2.3249998282641187,-1.324999699369073,0.9000000357627869
-2.3749998290091767,-1.2749996986240149,0.9000000357627869
-2.424999829754235,-1.2249996978789568,0.9000000357627869
-2.474999830499293,-1.1749996971338987,0.9000000357627869
-2.524999831244351,-1.1249996963888407,0.9000000357627869
-2.574999831989409,-1.0749996956437826,0.9000000357627869
-2.624999832734467,-1.0249996948987246,0.9000000357627869
-2.674999833479525,-0.9749996941536665,0.9000000357627869
-2.724999834224583,-0.9249996934086084,0.9000000357627869
-2.774999834969641,-0.8749996926635504,0.9000000357627869
-2.774999834969641,-0.8249996919184923,0.9000000357627869
-2.774999834969641,-0.7749996911734343,0.9000000357627869
-2.774999834969641,-0.7249996904283762,0.9000000357627869
-2.774999834969641,-0.6749996896833181,0.9000000357627869
-2.774999834969641,-0.6249996889382601,0.9000000357627869
-2.8249998357146993,-0.574999688193202,0.8849999904632568
-2.8249998357146993,-0.524999687448144,0.8849999904632568
